ride_id,timestamp,pickup_location,fare_amount,driver_rating,ride_status,hour_of_day
5f4b169f,2026-05-27 12:17:26.146007,Mumbai_Thane,728.59,4.0,COMPLETED,12
c9f15422,2026-05-27 12:05:45.146013,Mumbai_Bandra,179.46,5.0,COMPLETED,12
e6e22d5b,2026-05-27 11:56:20.146022,Mumbai_Colaba,1166.35,3.0,CANCELLED,11
974acfbf,2026-05-27 11:37:46.146029,Mumbai_Colaba,1005.87,1.0,COMPLETED,11
9760d805,2026-05-27 12:01:47.146036,Mumbai_Colaba,885.32,4.0,COMPLETED,12
6cc8ef81,2026-05-27 11:41:49.146042,Mumbai_Andheri,1347.49,3.0,COMPLETED,11
1c65682f,2026-05-27 11:30:13.146049,Mumbai_Colaba,335.02,4.0,COMPLETED,11
c912731e,2026-05-27 11:51:09.146055,Mumbai_Colaba,735.97,1.0,COMPLETED,11
267febe8,2026-05-27 12:10:59.146061,Mumbai_Andheri,132.78,4.0,COMPLETED,12
ffae1cca,2026-05-27 12:01:39.146068,Mumbai_Bandra,1059.25,4.0,COMPLETED,12
1c367c4d,2026-05-27 12:05:18.146074,Mumbai_Thane,379.78,5.0,COMPLETED,12
5a2ca50e,2026-05-27 12:01:08.146080,Mumbai_Bandra,118.49,5.0,COMPLETED,12
614325ba,2026-05-27 11:29:39.146087,Mumbai_Andheri,1185.27,5.0,COMPLETED,11
c1f03939,2026-05-27 11:29:14.146099,Mumbai_Andheri,912.43,5.0,COMPLETED,11
15130daa,2026-05-27 11:31:10.146105,Mumbai_Colaba,538.39,4.0,CANCELLED,11
66c5c841,2026-05-27 11:42:35.146112,Mumbai_Andheri,1081.37,5.0,COMPLETED,11
fe39444b,2026-05-27 11:52:12.146118,Mumbai_Colaba,697.47,5.0,COMPLETED,11
8f699899,2026-05-27 11:34:39.146124,Mumbai_Thane,181.25,4.0,COMPLETED,11
5677da25,2026-05-27 12:12:28.146131,Mumbai_Colaba,987.97,4.0,COMPLETED,12
b7effa89,2026-05-27 12:17:58.146137,Mumbai_Andheri,1124.6,1.0,COMPLETED,12
904fa268,2026-05-27 12:13:50.146143,Mumbai_Colaba,1451.36,4.0,COMPLETED,12
711a8126,2026-05-27 12:08:30.146149,Mumbai_Andheri,1051.61,4.0,COMPLETED,12
dc077209,2026-05-27 11:32:55.146156,Mumbai_Colaba,1440.02,4.0,CANCELLED,11
e7481d41,2026-05-27 11:53:22.146162,Mumbai_Thane,117.75,5.0,COMPLETED,11
f89fa4f1,2026-05-27 11:44:48.146174,Mumbai_Colaba,1076.39,5.0,CANCELLED,11
c9103e2d,2026-05-27 11:35:11.146181,Mumbai_Colaba,190.98,4.0,NO_DRIVER_AVAILABLE,11
a1c6816c,2026-05-27 11:36:37.146187,Mumbai_Andheri,214.61,3.0,COMPLETED,11
b3da8048,2026-05-27 12:13:53.146193,Mumbai_Andheri,272.64,4.0,COMPLETED,12
1959eed4,2026-05-27 11:32:35.146199,Mumbai_Bandra,1316.34,4.0,COMPLETED,11
3508ab5b,2026-05-27 11:30:30.146206,Mumbai_Colaba,445.56,3.0,COMPLETED,11
1114cc07,2026-05-27 11:46:46.146212,Mumbai_Bandra,955.1,5.0,CANCELLED,11
60d4f3f7,2026-05-27 11:25:50.146218,Mumbai_Thane,1281.1,4.0,COMPLETED,11
748fb151,2026-05-27 11:32:03.146224,Mumbai_Andheri,475.86,3.0,COMPLETED,11
5c14d5b4,2026-05-27 12:04:18.146232,Mumbai_Thane,764.09,1.0,COMPLETED,12
40986c3d,2026-05-27 11:52:32.146238,Mumbai_Andheri,1485.85,3.0,COMPLETED,11
23c1a562,2026-05-27 11:28:08.146245,Mumbai_Bandra,1006.5,4.0,NO_DRIVER_AVAILABLE,11
825b68af,2026-05-27 12:15:21.146251,Mumbai_Bandra,560.34,3.0,NO_DRIVER_AVAILABLE,12
9afd183b,2026-05-27 11:32:44.146257,Mumbai_Thane,635.54,4.0,NO_DRIVER_AVAILABLE,11
5c6ac4ba,2026-05-27 11:45:24.146263,Mumbai_Colaba,1282.7,5.0,COMPLETED,11
58b4b49d,2026-05-27 11:51:25.146270,Mumbai_Andheri,1458.55,5.0,CANCELLED,11
0781da3d,2026-05-27 12:01:19.146276,Mumbai_Andheri,551.37,4.0,COMPLETED,12
cf7b57bc,2026-05-27 12:19:04.146282,Mumbai_Thane,916.53,4.0,CANCELLED,12
bd5a6106,2026-05-27 12:01:52.146288,Mumbai_Andheri,1005.27,4.0,COMPLETED,12
580ea4ae,2026-05-27 11:44:51.146295,Mumbai_Thane,967.06,4.0,COMPLETED,11
353fc570,2026-05-27 11:45:24.146301,Mumbai_Andheri,392.29,5.0,COMPLETED,11
218ff40c,2026-05-27 12:03:28.146307,Mumbai_Thane,613.96,5.0,COMPLETED,12
c6b31647,2026-05-27 12:00:24.146314,Mumbai_Thane,715.64,5.0,COMPLETED,12
4d31a7ac,2026-05-27 11:30:36.146320,Mumbai_Bandra,281.45,3.0,COMPLETED,11
535d68c1,2026-05-27 11:50:23.146326,Mumbai_Colaba,850.12,5.0,COMPLETED,11
673d2d72,2026-05-27 12:22:46.146332,Mumbai_Colaba,1426.17,5.0,CANCELLED,12
bdd85180,2026-05-27 12:12:49.146339,Mumbai_Thane,593.19,5.0,NO_DRIVER_AVAILABLE,12
fc2f055a,2026-05-27 11:33:10.146345,Mumbai_Colaba,630.95,5.0,CANCELLED,11
1faf76dc,2026-05-27 11:27:30.146351,Mumbai_Andheri,1383.8,5.0,CANCELLED,11
95dff4d8,2026-05-27 12:01:55.146357,Mumbai_Thane,569.12,5.0,CANCELLED,12
d21cf915,2026-05-27 12:23:58.146364,Mumbai_Andheri,916.01,3.0,COMPLETED,12
9de79726,2026-05-27 12:02:06.146370,Mumbai_Bandra,876.52,4.0,COMPLETED,12
db564aec,2026-05-27 12:04:26.146376,Mumbai_Thane,154.62,5.0,COMPLETED,12
16751155,2026-05-27 11:47:13.146388,Mumbai_Colaba,427.25,4.0,COMPLETED,11
354c431b,2026-05-27 11:37:49.146395,Mumbai_Bandra,844.73,2.0,COMPLETED,11
7bd4af08,2026-05-27 12:01:46.146401,Mumbai_Colaba,1394.71,5.0,COMPLETED,12
c816924a,2026-05-27 11:28:00.146407,Mumbai_Bandra,227.24,5.0,COMPLETED,11
01c14498,2026-05-27 11:52:37.146414,Mumbai_Thane,1107.79,5.0,COMPLETED,11
927ec206,2026-05-27 11:48:22.146420,Mumbai_Andheri,103.29,2.0,COMPLETED,11
4a5b713e,2026-05-27 12:07:49.146426,Mumbai_Colaba,593.52,4.0,COMPLETED,12
953c8582,2026-05-27 11:40:45.146432,Mumbai_Andheri,170.21,5.0,CANCELLED,11
923c5781,2026-05-27 11:38:29.146439,Mumbai_Colaba,268.24,4.0,NO_DRIVER_AVAILABLE,11
7f75dfdc,2026-05-27 11:48:36.146445,Mumbai_Thane,1436.66,4.0,CANCELLED,11
906e6052,2026-05-27 11:31:42.146451,Mumbai_Andheri,897.08,5.0,COMPLETED,11
23cbad1e,2026-05-27 11:26:53.146457,Mumbai_Colaba,1101.54,3.0,COMPLETED,11
fbadd508,2026-05-27 12:00:21.146464,Mumbai_Bandra,592.34,5.0,CANCELLED,12
8bb7efd8,2026-05-27 12:21:19.146470,Mumbai_Thane,993.99,5.0,COMPLETED,12
408c6a63,2026-05-27 12:18:55.146476,Mumbai_Thane,518.33,3.0,COMPLETED,12
9b61e62d,2026-05-27 12:12:43.146483,Mumbai_Colaba,751.53,5.0,CANCELLED,12
98cc27f8,2026-05-27 12:16:59.146489,Mumbai_Andheri,407.97,5.0,COMPLETED,12
8db8bac6,2026-05-27 11:54:01.146495,Mumbai_Colaba,795.6,5.0,COMPLETED,11
27c05f54,2026-05-27 11:50:15.146501,Mumbai_Bandra,235.83,5.0,NO_DRIVER_AVAILABLE,11
29ef372e,2026-05-27 11:42:11.146508,Mumbai_Bandra,313.01,5.0,CANCELLED,11
106cc6be,2026-05-27 11:45:01.146514,Mumbai_Bandra,1421.75,4.0,COMPLETED,11
498e36a2,2026-05-27 12:12:21.146521,Mumbai_Thane,894.93,2.0,COMPLETED,12
851fe39b,2026-05-27 11:31:40.146527,Mumbai_Thane,1435.22,5.0,COMPLETED,11
018b8b6b,2026-05-27 12:02:09.146533,Mumbai_Andheri,1070.37,4.0,COMPLETED,12
83ad5307,2026-05-27 12:18:51.146539,Mumbai_Thane,1380.47,4.0,COMPLETED,12
12437f2a,2026-05-27 11:59:15.146546,Mumbai_Bandra,208.66,4.0,CANCELLED,11
3e48211b,2026-05-27 12:24:05.146552,Mumbai_Bandra,416.39,4.0,COMPLETED,12
63f7ad18,2026-05-27 11:48:35.146561,Mumbai_Andheri,1456.82,4.0,COMPLETED,11
6b971fec,2026-05-27 12:14:42.146568,Mumbai_Colaba,1311.54,5.0,NO_DRIVER_AVAILABLE,12
d7f45b3a,2026-05-27 12:17:33.146574,Mumbai_Colaba,1290.5,4.0,COMPLETED,12
8a042b01,2026-05-27 11:51:38.146580,Mumbai_Andheri,306.14,1.0,CANCELLED,11
e948e4fc,2026-05-27 12:23:09.146587,Mumbai_Thane,1044.98,5.0,COMPLETED,12
4c391b78,2026-05-27 11:45:07.146593,Mumbai_Colaba,372.06,4.0,COMPLETED,11
ba16b149,2026-05-27 11:51:10.146599,Mumbai_Bandra,1119.84,4.0,COMPLETED,11
06c3a0d0,2026-05-27 12:03:20.146606,Mumbai_Thane,901.03,4.0,COMPLETED,12
b3d0c0ea,2026-05-27 12:24:52.146612,Mumbai_Andheri,980.06,3.0,CANCELLED,12
a5c670b9,2026-05-27 11:35:27.146618,Mumbai_Bandra,780.87,4.0,COMPLETED,11
ec80a8f0,2026-05-27 12:18:13.146624,Mumbai_Bandra,204.31,5.0,COMPLETED,12
8ddc690f,2026-05-27 12:13:01.146631,Mumbai_Bandra,699.9,4.0,COMPLETED,12
d0c77ff0,2026-05-27 11:40:50.146637,Mumbai_Colaba,189.12,2.0,COMPLETED,11
75cc3778,2026-05-27 11:29:37.146643,Mumbai_Bandra,137.55,4.0,COMPLETED,11
6a6cb27d,2026-05-27 11:27:28.146649,Mumbai_Andheri,317.88,2.0,NO_DRIVER_AVAILABLE,11
f44b88c3,2026-05-27 11:50:54.146656,Mumbai_Andheri,284.82,4.0,CANCELLED,11
41f37fd5,2026-05-27 12:17:20.146662,Mumbai_Bandra,716.31,5.0,COMPLETED,12
00222d2d,2026-05-27 12:22:04.146668,Mumbai_Thane,1350.09,4.0,CANCELLED,12
2c8a4280,2026-05-27 12:17:01.146674,Mumbai_Andheri,867.86,5.0,COMPLETED,12
c3b15fe8,2026-05-27 11:57:10.146680,Mumbai_Colaba,1303.93,4.0,COMPLETED,11
044c20d2,2026-05-27 11:38:38.146687,Mumbai_Thane,1089.97,4.0,COMPLETED,11
c63cbf01,2026-05-27 11:27:50.146693,Mumbai_Andheri,1251.62,4.0,COMPLETED,11
4e09bee3,2026-05-27 11:42:25.146699,Mumbai_Thane,1167.42,4.0,CANCELLED,11
539e7672,2026-05-27 11:26:57.146705,Mumbai_Thane,291.69,4.0,COMPLETED,11
1b547780,2026-05-27 11:33:17.146712,Mumbai_Colaba,1233.67,4.0,COMPLETED,11
e0b8fbd1,2026-05-27 12:17:26.146718,Mumbai_Colaba,196.11,4.0,CANCELLED,12
dbc2c850,2026-05-27 11:31:13.146724,Mumbai_Bandra,1029.4,5.0,COMPLETED,11
2aa48315,2026-05-27 11:43:22.146730,Mumbai_Colaba,971.96,4.0,CANCELLED,11
2c78afa1,2026-05-27 11:55:50.146743,Mumbai_Bandra,995.68,3.0,COMPLETED,11
c73904b7,2026-05-27 12:07:57.146749,Mumbai_Thane,1176.59,4.0,COMPLETED,12
99d1036e,2026-05-27 11:42:58.146755,Mumbai_Thane,254.22,5.0,COMPLETED,11
cf1cac93,2026-05-27 12:07:50.146761,Mumbai_Andheri,735.21,5.0,COMPLETED,12
7b709897,2026-05-27 12:22:36.146768,Mumbai_Colaba,849.53,5.0,CANCELLED,12
51f2b1cd,2026-05-27 11:42:51.146774,Mumbai_Colaba,844.1,4.0,COMPLETED,11
842e2740,2026-05-27 11:33:46.146780,Mumbai_Andheri,825.6,4.0,CANCELLED,11
a0c59d91,2026-05-27 11:40:36.146786,Mumbai_Andheri,1425.05,4.0,COMPLETED,11
c8f6e7f9,2026-05-27 11:58:33.146793,Mumbai_Bandra,789.37,4.0,COMPLETED,11
1802f778,2026-05-27 11:38:43.146799,Mumbai_Colaba,189.36,5.0,NO_DRIVER_AVAILABLE,11
bcf5affb,2026-05-27 11:53:35.146805,Mumbai_Thane,541.4,4.0,COMPLETED,11
2d321762,2026-05-27 11:32:44.146812,Mumbai_Andheri,1432.86,4.0,COMPLETED,11
102b1c77,2026-05-27 12:04:19.146825,Mumbai_Andheri,119.59,2.0,COMPLETED,12
8e24cbda,2026-05-27 12:07:15.146831,Mumbai_Thane,851.5,4.0,COMPLETED,12
2b100a03,2026-05-27 12:08:53.146838,Mumbai_Andheri,986.63,3.0,COMPLETED,12
885722e1,2026-05-27 12:02:45.146844,Mumbai_Colaba,1386.76,5.0,COMPLETED,12
ae11e93d,2026-05-27 12:00:56.146850,Mumbai_Andheri,494.64,4.0,COMPLETED,12
23122c13,2026-05-27 12:17:28.146856,Mumbai_Andheri,614.41,5.0,NO_DRIVER_AVAILABLE,12
0c5b05ea,2026-05-27 12:01:56.146863,Mumbai_Andheri,857.31,4.0,CANCELLED,12
ea914b7d,2026-05-27 11:31:28.146869,Mumbai_Bandra,298.79,4.0,COMPLETED,11
a19b9e45,2026-05-27 12:06:26.146875,Mumbai_Bandra,1250.8,5.0,COMPLETED,12
37ef0025,2026-05-27 12:05:43.146881,Mumbai_Thane,471.67,4.0,COMPLETED,12
bc959c08,2026-05-27 12:05:18.146888,Mumbai_Thane,247.53,5.0,CANCELLED,12
8a89da2f,2026-05-27 12:23:00.146894,Mumbai_Andheri,295.73,5.0,COMPLETED,12
e6523de9,2026-05-27 11:46:12.146900,Mumbai_Andheri,806.88,5.0,NO_DRIVER_AVAILABLE,11
1b0b6032,2026-05-27 11:41:22.146906,Mumbai_Andheri,157.09,5.0,COMPLETED,11
fb7d98e8,2026-05-27 11:48:13.146912,Mumbai_Colaba,278.09,5.0,COMPLETED,11
9fe994b6,2026-05-27 12:15:17.146919,Mumbai_Andheri,380.3,5.0,COMPLETED,12
f3468c2d,2026-05-27 12:12:14.146925,Mumbai_Colaba,1136.97,2.0,COMPLETED,12
2402f2c4,2026-05-27 12:13:59.146937,Mumbai_Thane,1170.96,5.0,CANCELLED,12
295d7921,2026-05-27 12:18:33.146944,Mumbai_Andheri,1034.8,4.0,COMPLETED,12
84cff6b1,2026-05-27 12:18:12.146950,Mumbai_Colaba,724.61,4.0,COMPLETED,12
5881951f,2026-05-27 11:59:03.146956,Mumbai_Thane,1205.31,5.0,COMPLETED,11
dba8c42c,2026-05-27 12:02:15.146962,Mumbai_Thane,549.66,4.0,COMPLETED,12
47de7a8a,2026-05-27 12:22:31.146968,Mumbai_Colaba,1487.76,5.0,COMPLETED,12
707faebe,2026-05-27 11:25:48.146974,Mumbai_Colaba,1078.46,5.0,COMPLETED,11
f7bfc1f4,2026-05-27 11:45:48.146981,Mumbai_Thane,1440.06,5.0,CANCELLED,11
f1bad32d,2026-05-27 11:26:37.146987,Mumbai_Thane,1084.21,4.0,CANCELLED,11
9d8f6829,2026-05-27 11:39:47.146993,Mumbai_Andheri,1444.58,5.0,COMPLETED,11
dd2d653d,2026-05-27 12:08:19.146999,Mumbai_Bandra,493.28,4.0,COMPLETED,12
aa3d8604,2026-05-27 12:00:10.147006,Mumbai_Thane,1062.2,4.0,CANCELLED,12
6ddf44e6,2026-05-27 11:40:31.147012,Mumbai_Bandra,1028.53,4.0,COMPLETED,11
9f3b04f0,2026-05-27 11:57:15.147018,Mumbai_Andheri,1375.9,5.0,COMPLETED,11
9377f5e8,2026-05-27 11:26:28.147024,Mumbai_Bandra,720.95,5.0,CANCELLED,11
f1607b2e,2026-05-27 12:14:01.147031,Mumbai_Thane,1220.21,5.0,CANCELLED,12
5904a086,2026-05-27 11:38:00.147037,Mumbai_Thane,685.66,4.0,COMPLETED,11
65745f3c,2026-05-27 12:23:32.147043,Mumbai_Colaba,1116.69,4.0,COMPLETED,12
35f86792,2026-05-27 12:22:32.147049,Mumbai_Andheri,247.13,5.0,NO_DRIVER_AVAILABLE,12
592cda6d,2026-05-27 11:45:02.147055,Mumbai_Colaba,1285.62,4.0,CANCELLED,11
486b3603,2026-05-27 12:03:53.147061,Mumbai_Andheri,1250.59,5.0,CANCELLED,12
22b4e873,2026-05-27 12:23:29.147068,Mumbai_Thane,499.45,4.0,COMPLETED,12
0c138a77,2026-05-27 12:07:02.147074,Mumbai_Colaba,1409.11,4.0,COMPLETED,12
21ba292e,2026-05-27 11:58:07.147080,Mumbai_Bandra,286.53,5.0,NO_DRIVER_AVAILABLE,11
1886f516,2026-05-27 11:28:55.147087,Mumbai_Colaba,468.32,4.0,CANCELLED,11
a9cb416f,2026-05-27 11:52:18.147093,Mumbai_Andheri,1331.98,5.0,COMPLETED,11
f947b503,2026-05-27 11:28:59.147102,Mumbai_Bandra,1280.5,4.0,COMPLETED,11
5b4396e1,2026-05-27 12:04:36.147116,Mumbai_Thane,1099.61,3.0,COMPLETED,12
389b1146,2026-05-27 11:55:42.147122,Mumbai_Andheri,1429.16,4.0,NO_DRIVER_AVAILABLE,11
65d9c85b,2026-05-27 12:03:54.147128,Mumbai_Thane,1144.13,3.0,COMPLETED,12
14a82e41,2026-05-27 11:46:12.147135,Mumbai_Colaba,262.73,5.0,COMPLETED,11
3b4d470c,2026-05-27 12:04:38.147141,Mumbai_Colaba,826.36,5.0,COMPLETED,12
5629f7c0,2026-05-27 11:36:28.147147,Mumbai_Bandra,1177.61,4.0,NO_DRIVER_AVAILABLE,11
09a34338,2026-05-27 11:43:20.147153,Mumbai_Colaba,1258.98,5.0,CANCELLED,11
a7430d2a,2026-05-27 12:05:11.147160,Mumbai_Thane,699.2,5.0,COMPLETED,12
04a43f27,2026-05-27 11:43:29.147167,Mumbai_Colaba,1129.29,4.0,COMPLETED,11
58f795a9,2026-05-27 12:11:18.147174,Mumbai_Bandra,1156.66,4.0,COMPLETED,12
c7b3171c,2026-05-27 11:29:38.147180,Mumbai_Thane,630.15,1.0,COMPLETED,11
2fd53ae5,2026-05-27 11:40:56.147186,Mumbai_Andheri,908.45,2.0,COMPLETED,11
13bde5cd,2026-05-27 11:54:46.147193,Mumbai_Colaba,990.85,3.0,COMPLETED,11
b49b4837,2026-05-27 11:53:49.147199,Mumbai_Andheri,426.56,1.0,COMPLETED,11
ccb28c40,2026-05-27 12:06:04.147205,Mumbai_Bandra,552.85,5.0,NO_DRIVER_AVAILABLE,12
df09d8ea,2026-05-27 12:10:05.147211,Mumbai_Colaba,1157.88,5.0,CANCELLED,12
0ae7ecdd,2026-05-27 12:20:42.147217,Mumbai_Andheri,1179.7,5.0,COMPLETED,12
59261740,2026-05-27 11:40:48.147224,Mumbai_Colaba,1129.79,4.0,CANCELLED,11
dbd6c185,2026-05-27 12:09:32.147230,Mumbai_Andheri,1376.33,4.0,CANCELLED,12
14ab28b3,2026-05-27 11:47:59.147236,Mumbai_Bandra,599.66,5.0,COMPLETED,11
5840460f,2026-05-27 12:23:28.147242,Mumbai_Thane,1423.93,4.0,COMPLETED,12
8907c02d,2026-05-27 11:51:57.147249,Mumbai_Andheri,1305.85,3.0,COMPLETED,11
b55ebb72,2026-05-27 12:16:05.147255,Mumbai_Colaba,1110.94,5.0,NO_DRIVER_AVAILABLE,12
d552c61e,2026-05-27 12:05:02.147261,Mumbai_Thane,640.39,4.0,COMPLETED,12
2d86cc85,2026-05-27 11:31:31.147267,Mumbai_Colaba,651.91,5.0,COMPLETED,11
80f7d1ac,2026-05-27 12:08:32.147273,Mumbai_Andheri,611.36,5.0,COMPLETED,12
db361a60,2026-05-27 11:53:45.147279,Mumbai_Andheri,892.79,5.0,COMPLETED,11
e2108267,2026-05-27 12:24:47.147286,Mumbai_Thane,575.04,3.0,COMPLETED,12
3f609067,2026-05-27 11:26:50.147292,Mumbai_Bandra,1081.23,4.0,COMPLETED,11
b4e5c391,2026-05-27 12:24:21.147298,Mumbai_Colaba,582.35,4.0,COMPLETED,12
3e2f4aa5,2026-05-27 11:35:51.147304,Mumbai_Colaba,622.17,4.0,COMPLETED,11
3519229d,2026-05-27 11:40:51.147311,Mumbai_Bandra,484.33,4.0,CANCELLED,11
30c44291,2026-05-27 12:08:15.147317,Mumbai_Colaba,613.17,4.0,COMPLETED,12
e3ac45f8,2026-05-27 11:54:18.147323,Mumbai_Thane,827.68,3.0,COMPLETED,11
75d37bd6,2026-05-27 12:07:19.147329,Mumbai_Colaba,362.83,3.0,COMPLETED,12
c9aea723,2026-05-27 11:40:19.147336,Mumbai_Thane,763.0,4.0,NO_DRIVER_AVAILABLE,11
6c513a30,2026-05-27 11:29:42.147342,Mumbai_Thane,427.06,4.0,NO_DRIVER_AVAILABLE,11
47f08dbc,2026-05-27 12:04:15.147348,Mumbai_Colaba,1291.39,5.0,COMPLETED,12
0dfc6360,2026-05-27 12:14:31.147355,Mumbai_Andheri,1354.27,4.0,COMPLETED,12
08fe5760,2026-05-27 12:06:51.147361,Mumbai_Thane,1052.18,5.0,COMPLETED,12
01a573ae,2026-05-27 11:57:07.147367,Mumbai_Thane,1071.24,5.0,CANCELLED,11
973cd997,2026-05-27 11:33:50.147373,Mumbai_Colaba,946.43,4.0,COMPLETED,11
537bae5c,2026-05-27 11:26:13.147380,Mumbai_Bandra,771.39,4.0,COMPLETED,11
128ed9dd,2026-05-27 11:53:35.147386,Mumbai_Colaba,1291.5,4.0,COMPLETED,11
08ef3268,2026-05-27 11:28:22.147392,Mumbai_Colaba,1497.4,4.0,COMPLETED,11
9b1f9b35,2026-05-27 11:34:22.147398,Mumbai_Colaba,290.69,5.0,COMPLETED,11
f1a27c16,2026-05-27 11:34:40.147405,Mumbai_Bandra,267.97,5.0,COMPLETED,11
1b9686ed,2026-05-27 11:57:08.147411,Mumbai_Thane,446.2,4.0,CANCELLED,11
94ec294e,2026-05-27 12:13:20.147417,Mumbai_Andheri,1364.57,5.0,COMPLETED,12
818eab75,2026-05-27 11:52:34.147423,Mumbai_Andheri,1084.06,5.0,CANCELLED,11
c8e7d431,2026-05-27 11:56:12.147429,Mumbai_Bandra,1110.4,4.0,COMPLETED,11
464cbcea,2026-05-27 12:16:54.147436,Mumbai_Colaba,1437.55,4.0,COMPLETED,12
3e59e750,2026-05-27 11:49:17.147442,Mumbai_Bandra,329.82,4.0,COMPLETED,11
79269639,2026-05-27 12:10:22.147448,Mumbai_Bandra,366.75,4.0,CANCELLED,12
3595c32c,2026-05-27 12:09:37.147455,Mumbai_Thane,672.44,4.0,NO_DRIVER_AVAILABLE,12
5698b412,2026-05-27 11:59:20.147461,Mumbai_Andheri,1247.93,5.0,COMPLETED,11
c864be9f,2026-05-27 11:41:27.147467,Mumbai_Bandra,868.33,4.0,COMPLETED,11
4e75aaee,2026-05-27 12:10:21.147473,Mumbai_Bandra,517.13,5.0,CANCELLED,12
e8fa7d61,2026-05-27 12:12:30.147479,Mumbai_Bandra,542.74,4.0,COMPLETED,12
301882da,2026-05-27 11:59:25.147486,Mumbai_Thane,1150.43,1.0,COMPLETED,11
5b4e921f,2026-05-27 12:05:17.147492,Mumbai_Colaba,1007.58,2.0,CANCELLED,12
c2b656bf,2026-05-27 11:53:29.147498,Mumbai_Bandra,1310.24,3.0,NO_DRIVER_AVAILABLE,11
1f60929c,2026-05-27 12:04:47.147504,Mumbai_Colaba,1362.53,2.0,COMPLETED,12
ad61ca16,2026-05-27 11:34:59.147511,Mumbai_Andheri,319.02,3.0,COMPLETED,11
c5c9cffc,2026-05-27 11:36:20.147517,Mumbai_Colaba,677.8,5.0,COMPLETED,11
ebc75cf6,2026-05-27 12:13:13.147523,Mumbai_Colaba,988.29,5.0,COMPLETED,12
491e1595,2026-05-27 11:35:42.147529,Mumbai_Bandra,1118.68,3.0,CANCELLED,11
9ac196a1,2026-05-27 11:46:00.147536,Mumbai_Colaba,445.65,5.0,COMPLETED,11
49fa63b2,2026-05-27 11:41:10.147542,Mumbai_Bandra,481.06,5.0,COMPLETED,11
284670b7,2026-05-27 12:23:40.147548,Mumbai_Thane,272.63,4.0,COMPLETED,12
bf38ef71,2026-05-27 11:54:12.147554,Mumbai_Colaba,575.65,4.0,COMPLETED,11
cdd68abf,2026-05-27 11:37:26.147560,Mumbai_Colaba,662.05,4.0,COMPLETED,11
47a5ca99,2026-05-27 12:09:50.147567,Mumbai_Bandra,450.86,2.0,COMPLETED,12
10e46c5b,2026-05-27 12:15:46.147574,Mumbai_Thane,1498.29,4.0,COMPLETED,12
93db1e9e,2026-05-27 11:55:20.147580,Mumbai_Thane,326.72,3.0,COMPLETED,11
fd7bf1a1,2026-05-27 11:56:32.147586,Mumbai_Thane,978.3,3.0,COMPLETED,11
a55facee,2026-05-27 11:55:09.147592,Mumbai_Bandra,738.8,5.0,COMPLETED,11
fd5b5ad1,2026-05-27 11:34:20.147599,Mumbai_Colaba,1158.96,4.0,COMPLETED,11
df81f5b2,2026-05-27 11:55:55.147605,Mumbai_Andheri,623.26,3.0,COMPLETED,11
0343d4b7,2026-05-27 11:36:42.147611,Mumbai_Bandra,105.65,1.0,NO_DRIVER_AVAILABLE,11
77b83458,2026-05-27 11:52:23.147617,Mumbai_Thane,593.82,4.0,CANCELLED,11
859ba1f7,2026-05-27 11:32:12.147623,Mumbai_Andheri,207.14,1.0,COMPLETED,11
457c7d9f,2026-05-27 12:16:41.147633,Mumbai_Bandra,854.82,5.0,CANCELLED,12
37350c17,2026-05-27 12:12:23.147640,Mumbai_Colaba,520.16,3.0,CANCELLED,12
041211e3,2026-05-27 12:13:01.147646,Mumbai_Thane,374.02,5.0,COMPLETED,12
613acdf0,2026-05-27 11:46:05.147653,Mumbai_Colaba,677.77,4.0,COMPLETED,11
4eb8f5c3,2026-05-27 11:33:08.147659,Mumbai_Andheri,542.2,4.0,COMPLETED,11
9e84393e,2026-05-27 12:13:09.147665,Mumbai_Colaba,588.24,4.0,COMPLETED,12
8cd2b085,2026-05-27 12:16:58.147671,Mumbai_Andheri,315.09,5.0,CANCELLED,12
2306314f,2026-05-27 11:53:38.147678,Mumbai_Colaba,421.24,5.0,CANCELLED,11
53989a98,2026-05-27 12:09:45.147684,Mumbai_Colaba,416.01,4.0,COMPLETED,12
3c544e1c,2026-05-27 11:58:02.147690,Mumbai_Bandra,500.21,5.0,NO_DRIVER_AVAILABLE,11
3688ca8f,2026-05-27 12:14:44.147696,Mumbai_Andheri,398.29,5.0,NO_DRIVER_AVAILABLE,12
86867771,2026-05-27 11:56:54.147703,Mumbai_Colaba,1321.48,4.0,COMPLETED,11
a3d6f150,2026-05-27 11:38:39.147709,Mumbai_Bandra,764.05,1.0,NO_DRIVER_AVAILABLE,11
56e9308f,2026-05-27 12:18:20.147715,Mumbai_Thane,144.16,4.0,COMPLETED,12
f771ecb4,2026-05-27 11:29:12.147721,Mumbai_Colaba,418.73,1.0,CANCELLED,11
4170a9f6,2026-05-27 12:07:02.147728,Mumbai_Colaba,146.33,5.0,COMPLETED,12
29db86f7,2026-05-27 11:58:59.147734,Mumbai_Colaba,548.39,5.0,COMPLETED,11
6f375459,2026-05-27 12:01:24.147740,Mumbai_Bandra,609.59,1.0,NO_DRIVER_AVAILABLE,12
a2e0cab6,2026-05-27 11:39:16.147747,Mumbai_Colaba,443.93,5.0,COMPLETED,11
200af83d,2026-05-27 12:03:24.147753,Mumbai_Colaba,227.35,4.0,CANCELLED,12
